post,pre
5,4
4,6
6,4
4,4
4,79
79,4
4,26
26,7
7,5
5,3
3,3
3,4
4,5
5,6
6,6
6,5
5,3
3,4
4,3
3,6
6,5
5,4
4,36
36,5
5,3
3,1046
1046,9
9,52
52,5
5,40
40,4
4,5
5,4
4,33
33,5
5,5
5,3
3,4
4,4
4,4
4,4
4,32
32,4
4,3
3,4
4,8
8,4
4,3
3,5
5,4
4,4
4,4
4,5
5,4
4,4
4,6
6,4
4,4
4,4
4,4
4,5
5,4
4,6
6,5
5,1
1,8
8,4
4,7
7,2
2,3
3,2
2,5
5,5
5,4
4,4
4,41
41,7
7,7
7,3
3,2
2,20
20,658
658,4
4,459
459,6
6,16
16,7
7,5
5,7
7,28
28,6
6,4
4,2
2,5
5,3
3,4
4,42
42,4
4,5
5,20
20,6
6,6
6,4
4,4
4,4
4,4
4,5
5,4
4,5
5,6
6,4
4,11
11,91
91,5
5,7
7,5
5,0
0,1
1,2
2,5
5,4
4,5
5,6
6,4
4,4
4,5
5,5
5,4
4,5
5,4
4,3
3,904
904,4
4,4
4,5
5,2
2,5
5,4
4,4
4,4
4,4
4,5
5,4
4,4
4,5
5,5
5,4
4,4
4,4
4,4
4,4
4,6
6,4
4,4
4,4
4,3
3,15
15,4
4,19
19,7
7,18
18,5
5,4
4,3
3,4
4,5
5,4
4,6
6,2
2,2
2,3
3,5
5,5
5,2
2,5
5,2
2,5
5,257
257,19
19,3
3,800
800,5
5,5
5,3
3,246
246,7
7,4
4,4
4,4
4,6
6,5
5,5
5,4
4,8
8,3
3,5
5,3
3,4
4,4
4,4
4,4
4,5
5,1520
1520,9
9,5
5,330
330,9
9,4
4,5
5,4
4,5
5,837
837,4
4,5
5,6
6,40
40,4
4,5
5,6
6,7
7,7
7,5
5,4
4,5
5,4
4,5
5,5
5,5
5,4
4,4
4,3
3,4
4,5
5,5
5,5
5,3
3,4
4,4
4,1457
1457,6
6,3
3,4
4,4
4,5
5,4
4,5
5,4
4,5
5,4
4,4
4,5
5,5
5,2
2,4
4,4
4,4
4,3
3,3
3,4
4,3
3,17
17,6
6,4
4,4
4,4
4,90
90,5
5,4
4,4
4,6
6,32
32,4
4,3
3,4
4,4
4,5
5,7
7,5
5,5
5,5
5,6
6,2667
2667,14
14,6
6,7
7,7
7,6
6,6
6,7
7,6
6,7
7,6
6,6
6,7
7,6
6,7
7,6
6,111
111,4
4,7
7,2
2,4
4,8
8,5
5,3
3,3
3,11
11,4
4,5
5,4
4,5
5,5
5,4
4,3
3,5
5,4
4,5
5,3
3,99
99,8
8,5
5,3
3,1045
1045,4
4,8
8,71
71,4
4,4
4,8
8,4
4,8
8,3
3,3
3,5
5,5
5,5
5,8
8,1058
1058,6
6,5
5,5
5,4
4,5
5,4
4,6
6,5
5,7
7,6
6,4
4,4
4,3
3,4
4,4
4,4
4,4
4,6
6,3
3,19
19,4
4,20
20,3
3,6
6,3
3,2
2,4
4,4
4,8
8,4
4,6
6,5
5,3156
3156,342
342,4
4,6
6,7
7,5
5,4
4,4
4,773
773,40
40,7
7,4
4,11
11,104
104,4
4,4
4,20
20,3
3,3
3,4
4,4
4,4
4,4
4,4
4,4
4,4
4,3
3,3
3,3
3,5
5,5
5,3
3,5
5,4
4,6
6,5
5,3
3,5
5,5
5,8
8,7
7,7
7,5
5,5
5,5
5,5
5,5
5,5
5,946
946,5
5,4
4,4
4,4
4,4
4,157
157,4
4,5
5,3
3,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,3
3,4
4,4
4,4
4,5
5,4
4,4
4,4
4,3
3,4
4,3
3,7
7,4
4,17
17,5
5,5
5,5
5,6
6,4
4,5
5,5
5,26
26,5
5,6
6,5
5,5
5,4
4,7
7,5
5,4
4,4
4,4
4,6
6,5
5,6
6,5
5,6
6,4
4,5
5,6
6,279
279,5
5,4
4,15
15,5
5,5
5,35
35,4
4,7
7,13
13,5
5,4
4,3
3,24
24,1
1,613
613,4
4,5
5,4
4,2
2,4
4,6
6,4
4,4
4,4
4,3
3,6
6,13
13,4
4,5
5,3
3,35
35,3
3,3
3,3
3,4
4,24
24,80
80,4
4,420
420,3
3,646
646,3
3,5
5,6
6,11
11,10
10,6
6,6
6,5
5,3
3,13
13,3
3,12
12,11
11,6
6,4
4,5
5,3
3,7
7,11
11,5
5,5
5,8
8,8
8,6
6,7
7,4
4,5
5,3
3,18
18,3
3,4
4,3
3,316
316,33
33,4
4,4
4,6
6,4
4,4
4,2
2,3
3,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
5,5
5,6
6,3
3,5
5,1292
1292,485
485,4
4,5
5,3
3,4
4,5
5,5
5,6
6,4
4,4
4,4
4,7
7,3
3,4
4,10
10,383
383,4
4,4
4,4
4,3
3,4
4,3
3,4
4,4
4,4
4,3
3,4
4,4
4,3
3,3
3,4
4,4
4,4
4,3
3,4
4,3
3,4
4,4
4,4
4,4
4,8
8,4
4,91
91,4
4,4
4,4
4,4
4,9
9,4
4,5
5,5
5,5
5,4
4,4
4,4
4,4
4,5
5,5
5,4
4,5
5,6
6,5
5,5
5,6
6,3
3,35
35,318
318,4
4,4
4,5
5,4
4,3
3,3
3,4
4,5
5,5
5,3
3,4
4,5
5,5
5,4
4,4
4,5
5,4
4,3
3,3
3,4
4,4
4,4
4,6
6,4
4,5
5,6
6,4
4,4
4,17
17,6
6,5
5,59
59,5
5,778
778,5
5,4
4,6
6,4
4,4
4,34
34,5
5,6
6,5
5,4
4,4
4,5
5,3
3,4
4,3
3,5
5,4
4,3
3,4
4,5
5,4
4,4
4,5
5,2
2,5
5,4
4,6
6,6
6,8
8,6
6,4
4,3
3,4
4,5
5,176
176,3
3,4
4,4
4,5
5,4
4,4
4,5
5,4
4,7
7,6
6,5
5,4
4,5
5,6
6,4
4,4
4,4
4,4
4,5
5,6
6,1078
1078,1406
1406,4
4,5
5,4
4,4
4,5
5,6
6,3
3,4
4,4
4,4
4,5
5,6
6,6
6,4
4,420
420,3
3,5
5,116
116,4
4,5
5,6
6,4
4,4
4,716
716,4
4,5
5,26
26,5
5,5
5,7
7,10
10,6
6,456
456,4
4,2
2,1
1,1
1,2
2,3
3,4
4,40
40,328
328,7
7,4
4,233
233,10
10,9
9,6
6,2
2,3
3,3
3,6
6,4
4,4
4,5
5,5
5,7
7,4
4,5
5,3
3,4
4,5
5,4
4,6
6,6
6,3
3,4
4,5
5,2
2,4
4,3
3,2
2,2
2,1
1,3
3,4
4,4
4,6
6,7
7,6
6,6
6,24
24,3
3,4
4,5
5,3
3,5
5,4
4,4
4,3
3,4
4,4
4,6
6,5
5,106
106,4
4,4
4,6
6,4
4,5
5,51
51,2
2,7
7,5
5,4
4,4
4,4
4,11
11,9
9,2
2,2
2,2
2,3
3,4
4,5
5,6
6,5
5,4
4,8
8,2
2,6
6,3
3,3
3,71
71,5
5,10
10,12
12,4
4,5
5,21
21,5
5,5
5,9
9,4
4,15
15,5
5,4
4,3
3,7
7,4
4,5
5,9
9,6
6,4
4,4
4,18
18,85
85,6
6,4
4,5
5,5
5,4
4,4
4,4
4,16
16,4
4,3
3,4
4,4
4,4
4,651
651,4
4,5
5,3
3,2
2,4
4,4
4,4
4,5
5,87
87,3
3,4
4,5
5,7
7,190
190,7
7,4
4,4
4,13
13,7
7,5
5,9
9,5
5,5
5,4
4,7
7,112
112,4
4,4
4,4
4,5
5,24
24,4
4,1
1,4
4,5
5,5
5,7
7,9
9,32
32,1100
1100,6
6,4
4,4
4,2
2,4
4,79
79,7
7,4
4,5
5,4
4,5
5,5
5,4
4,4
4,3
3,3
3,5
5,4
4,318
318,6
6,3
3,4
4,3
3,5
5,5
5,10
10,5
5,83
83,13
13,5
5,14
14,8
8,4
4,4
4,3
3,4
4,4
4,4
4,5
5,4
4,4
4,4
4,2
2,5
5,4
4,5
5,5
5,2
2,2828
2828,4
4,5
5,4
4,3
3,6
6,5
5,6
6,78
78,6
6,5
5,5
5,2
2,0
0,1
1,3
3,0
0,1259
1259,7
7,684
684,8
8,4
4,88
88,5
5,6
6,7
7,7
7,279
279,4
4,4
4,4
4,90
90,5
5,2
2,4
4,4
4,4
4,4
4,4
4,5
5,13
13,4
4,3
3,5
5,4
4,5
5,5
5,3
3,5
5,5
5,5
5,87
87,960
960,4
4,4
4,6
6,4
4,5
5,4
4,4
4,4
4,5
5,5
5,5
5,5
5,5
5,6
6,5
5,2
2,3
3,36
36,2
2,3
3,5
5,5
5,6
6,3
3,4
4,5
5,4
4,5
5,5
5,5
5,4
4,5
5,6
6,5
5,4
4,962
962,4
4,6
6,4
4,4
4,4
4,5
5,3
3,4
4,22
22,155
155,5
5,5
5,5
5,46
46,3
3,5
5,4
4,2
2,178
178,8
8,2
2,898
898,5
5,5
5,5
5,5
5,73
73,5
5,5
5,3
3,41
41,3
3,4
4,6
6,3
3,3
3,28
28,3
3,5
5,10
10,7
7,7
7,30
30,5
5,4
4,4
4,5
5,5
5,3
3,2
2,185
185,2
2,3
3,3
3,2
2,3
3,2
2,3
3,3
3,2
2,3
3,3
3,2
2,3
3,6
6,4
4,5
5,3
3,4
4,4
4,5
5,6
6,4
4,4
4,4
4,4
4,4
4,5
5,6
6,6
6,5
5,7
7,5
5,5
5,5
5,3
3,5
5,4
4,7
7,567
567,6
6,3
3,375
375,4
4,4
4,5
5,4
4,4
4,4
4,4
4,3
3,4
4,4
4,3
3,5
5,4
4,4
4,5
5,6
6,6
6,4
4,4
4,2
2,5
5,30
30,1272
1272,8
8,3
3,4
4,3
3,4
4,5
5,6
6,4
4,3
3,4
4,4
4,5
5,4
4,1844
1844,5
5,5
5,5
5,9
9,6
6,5
5,8
8,7
7,4
4,10
10,8
8,3
3,9
9,276
276,9
9,3
3,4
4,3
3,3
3,4
4,4
4,4
4,10
10,3
3,4
4,17
17,14
14,7
7,209
209,5
5,330
330,6
6,4
4,9
9,10
10,3
3,28
28,107
107,10
10,3
3,2
2,4
4,7
7,7
7,4
4,4
4,4
4,4
4,3
3,9
9,3
3,6
6,5
5,4
4,4
4,4
4,15
15,5
5,4
4,6
6,12
12,7
7,6
6,6
6,85
85,4
4,3
3,6
6,6
6,7
7,6
6,12
12,6
6,6
6,6
6,13
13,12
12,6
6,6
6,6
6,6
6,25
25,18
18,1027
1027,8
8,20
20,17
17,13
13,11
11,8
8,2
2,14
14,13
13,3
3,5
5,235
235,4
4,3
3,2
2,4
4,10
10,6
6,5
5,5
5,5
5,144
144,23
23,5
5,726
726,3
3,3
3,3
3,3
3,3
3,9
9,6
6,412
412,6
6,13
13,7
7,3
3,3
3,4
4,4
4,12
12,3
3,5
5,4
4,6
6,125
125,22
22,452
452,607
607,6
6,4
4,63
63,4
4,4
4,356
356,6
6,6
6,6
6,5
5,5
5,4
4,7
7,5
5,4
4,52
52,170
170,3
3,3
3,4
4,122
122,214
214,6
6,4
4,6
6,4
4,4
4,4
4,2
2,4
4,5
5,4
4,2
2,3
3,6
6,4
4,5
5,3
3,11
11,0
0,0
0,3414
3414,4
4,4
4,6
6,5
5,4
4,4
4,1638
1638,763
763,3
3,17
17,3
3,3
3,3
3,4
4,4
4,4
4,4
4,4
4,4
4,7
7,4
4,5
5,5
5,6
6,4
4,9
9,5
5,209
209,5
5,46
46,5
5,4
4,5
5,4
4,5
5,4
4,5
5,25
25,6
6,4
4,10
10,5
5,11
11,980
980,4
4,6
6,4
4,4
4,4
4,4
4,4
4,4
4,3
3,4
4,7
7,5
5,4
4,13
13,22
22,4
4,34
34,5
5,8
8,4
4,10
10,5
5,3
3,5
5,3
3,12
12,4
4,4
4,10
10,6
6,4
4,4
4,3
3,8
8,4
4,26
26,5
5,7
7,5
5,4
4,6
6,5
5,17
17,4
4,3
3,1203
1203,3
3,4
4,5
5,191
191,5
5,3
3,6
6,69
69,16
16,1925
1925,7
7,4
4,1362
1362,873
873,8
8,3
3,4
4,10
10,64
64,5620
5620,32
32,4
4,5
5,5
5,4
4,4
4,4
4,4
4,6
6,167
167,3
3,24
24,5
5,8
8,4
4,1079
1079,302
302,6
6,3
3,5
5,5
5,5
5,3
3,462
462,8
8,9
9,6
6,4
4,6
6,4
4,3
3,5
5,4
4,5
5,4
4,4
4,4
4,5
5,5
5,6
6,5
5,5
5,7
7,653
653,3
3,4
4,4
4,3
3,4
4,4
4,9
9,4
4,4
4,6
6,1413
1413,4
4,5
5,41
41,4
4,6
6,3
3,4
4,8
8,3
3,6
6,4
4,4
4,5
5,7
7,1192
1192,4
4,6
6,5
5,4
4,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,12
12,4
4,79
79,13
13,4
4,5
5,5
5,5
5,4
4,180
180,6
6,1011
1011,2
2,5
5,4
4,6
6,3
3,3
3,6
6,4
4,3
3,4
4,5
5,4
4,3
3,3
3,4
4,4
4,5
5,5
5,7
7,4
4,4
4,4
4,10
10,5
5,4
4,12
12,5
5,74
74,4
4,3
3,4
4,0
0,4
4,3
3,3
3,4
4,5
5,3
3,4
4,10
10,4
4,4
4,5
5,13
13,1651
1651,5
5,3
3,8
8,4
4,7
7,3
3,6
6,4
4,4
4,4
4,9
9,28
28,5
5,1012
1012,2
2,9
9,7
7,9
9,3
3,4
4,3
3,1
1,3
3,3
3,3
3,5
5,4104
4104,4
4,4
4,11
11,3
3,9
9,5
5,1323
1323,3
3,5
5,4
4,6
6,5
5,4
4,7
7,3
3,5
5,3
3,5
5,4
4,5
5,4
4,5
5,4
4,5
5,95
95,5
5,4
4,5
5,6
6,4
4,5
5,44
44,56
56,37
37,4
4,2
2,4
4,1
1,11
11,989
989,4
4,7
7,6
6,5
5,4
4,0
0,2
2,4
4,4
4,4
4,148
148,5
5,4
4,4
4,4
4,24
24,3
3,5
5,9
9,5
5,21
21,3
3,155
155,46
46,2
2,14
14,8
8,4
4,4
4,8
8,5
5,5
5,4
4,16
16,4
4,7
7,5
5,2547
2547,2
2,4
4,5
5,38
38,4
4,4
4,61
61,11
11,5
5,8
8,5
5,23
23,12
12,10
10,6
6,6
6,10
10,13
13,133
133,6
6,6
6,7
7,7
7,6
6,7
7,6
6,6
6,4
4,6
6,6
6,6
6,73
73,7
7,6
6,6
6,6
6,10
10,83
83,6
6,6
6,7
7,9
9,2
2,6
6,7
7,7
7,6
6,836
836,28
28,67
67,6
6,3
3,6
6,5
5,1305
1305,4
4,47
47,5
5,8
8,4
4,5
5,14
14,10
10,18
18,217
217,8
8,115
115,7
7,8
8,4
4,12
12,3
3,4
4,5
5,778
778,242
242,8
8,4
4,7
7,11
11,6
6,5
5,8
8,10
10,4
4,5
5,3
3,17
17,6
6,8
8,4
4,4
4,11
11,148
148,5
5,4
4,9
9,931
931,16
16,10
10,11
11,18
18,8
8,33
33,10
10,4
4,85
85,14
14,48
48,5
5,7
7,10
10,137
137,7
7,4
4,4
4,6
6,4
4,3
3,1107
1107,5
5,3
3,4
4,8
8,33
33,1386
1386,3
3,140
140,299
299,7
7,263
263,5
5,3
3,10
10,3
3,5
5,3
3,4
4,705
705,4
4,3
3,5
5,18
18,66
66,3
3,1
1,6
6,44
44,7
7,5
5,4289
4289,5
5,11
11,4
4,7
7,4
4,4
4,7
7,4
4,5
5,4
4,8
8,8
8,24
24,14
14,7
7,1681
1681,6
6,68
68,44
44,5
5,4
4,14
14,7
7,11
11,4
4,3
3,4
4,3
3,4
4,4
4,4
4,5
5,4
4,4
4,6
6,805
805,8
8,14
14,58
58,9
9,4
4,8
8,28
28,9
9,147
147,4
4,10
10,3
3,7
7,6
6,4
4,5
5,4
4,3
3,6
6,5
5,4
4,5
5,12
12,4
4,36
36,3
3,1138
1138,4
4,1337
1337,1261
1261,4
4,5
5,5
5,180
180,4
4,5
5,4
4,5
5,4
4,5
5,2
2,4
4,4
4,7
7,4
4,10
10,4
4,5
5,10
10,5
5,3
3,2697
2697,4
4,22
22,3
3,8
8,7
7,4
4,5
5,5
5,4
4,5
5,4
4,16
16,6
6,2
2,6
6,6
6,4
4,4
4,10
10,9
9,74
74,7
7,1
1,6
6,4
4,8
8,1207
1207,4
4,5
5,6
6,4
4,43
43,5
5,22
22,479
479,23
23,3
3,6
6,14
14,5
5,4
4,4
4,4
4,3
3,5
5,23
23,4
4,606
606,3
3,3
3,68
68,11
11,1
1,5
5,353
353,4171
4171,8
8,7
7,3
3,4
4,3
3,4
4,4
4,4
4,4
4,5
5,10
10,4
4,3
3,3
3,4
4,4
4,6
6,10
10,7
7,59
59,71
71,3
3,3
3,4
4,3
3,3
3,9
9,3
3,6
6,4
4,5
5,8
8,5
5,6
6,8
8,9
9,4
4,5
5,4
4,6
6,5
5,5
5,6
6,1136
1136,4
4,60
60,5
5,112
112,5
5,14
14,24
24,6
6,243
243,4
4,8
8,5
5,725
725,5
5,145
145,17
17,7
7,32
32,9
9,4
4,8
8,4
4,42
42,5
5,19
19,5
5,6
6,1812
1812,7
7,8
8,3
3,3
3,10
10,5
5,3
3,35
35,505
505,5
5,5
5,3
3,11
11,5
5,5
5,6
6,4
4,5
5,4
4,5
5,3
3,6
6,3
3,4
4,4
4,4
4,5
5,4
4,4
4,4
4,4
4,4
4,6
6,30
30,4
4,4
4,4
4,3
3,3
3,3
3,3
3,4
4,6
6,4
4,2
2,4
4,4
4,3
3,15
15,7
7,74
74,5
5,4
4,5
5,155
155,5
5,4
4,4
4,4
4,4
4,7
7,4
4,5
5,5
5,5
5,4
4,4
4,5
5,4
4,6
6,4
4,4
4,4
4,5
5,3
3,5
5,5
5,5
5,5
5,6
6,4
4,5
5,5
5,4
4,4
4,5
5,5
5,4
4,4
4,6
6,6
6,4
4,4
4,5
5,4
4,123
123,4
4,5
5,3
3,4
4,4
4,4
4,4
4,4
4,6
6,6
6,3
3,9
9,3
3,5
5,5
5,1207
1207,8
8,4
4,7
7,1030
1030,2
2,4
4,7
7,9
9,8
8,4
4,3
3,1304
1304,1697
1697,1
1,5
5,6
6,6
6,4
4,2
2,11
11,5
5,3
3,22
22,5
5,28
28,5
5,3
3,114
114,3
3,4
4,3
3,1143
1143,4
4,3
3,4
4,3
3,5
5,4
4,3
3,4
4,4
4,3
3,5
5,11
11,13
13,5
5,4
4,3
3,5
5,4
4,3
3,5
5,5
5,4
4,4
4,6
6,11
11,6
6,8
8,4
4,9
9,6
6,14
14,12
12,1389
1389,4
4,1
1,4
4,3
3,116
116,5
5,5
5,236
236,3
3,5
5,8
8,3
3,4
4,4
4,1030
1030,8
8,12
12,11
11,1399
1399,4
4,5
5,7
7,3
3,4
4,4
4,14
14,131
131,11
11,7
7,9
9,8
8,4
4,5
5,4
4,5
5,4
4,3
3,5
5,6
6,17
17,5
5,4
4,5
5,5
5,3
3,6
6,3
3,3
3,4
4,3
3,3
3,4
4,3
3,4
4,20
20,7
7,20
20,6
6,5
5,3
3,1032
1032,4
4,10
10,6
6,4
4,5
5,5
5,1613
1613,4
4,8
8,5
5,4
4,4
4,4
4,4
4,4
4,4
4,5
5,6
6,10
10,4
4,5
5,3
3,4
4,4
4,5
5,5
5,74
74,3
3,4
4,5
5,4
4,3
3,4
4,48
48,4
4,4
4,4
4,5
5,4
4,3
3,4
4,4
4,3
3,3
3,3
3,4
4,5
5,4
4,4
4,4
4,3
3,4
4,4
4,4
4,4
4,9
9,7
7,4
4,5
5,4
4,5
5,3
3,5
5,4
4,4
4,4
4,5
5,4
4,4
4,5
5,5
5,4
4,6
6,4
4,4
4,10
10,6
6,5
5,7
7,8
8,5
5,5
5,6
6,5
5,5
5,5
5,565
565,15
15,7
7,3
3,4
4,9
9,3
3,5
5,9
9,4
4,3
3,4
4,4
4,7
7,3
3,12
12,3
3,3
3,5
5,6
6,6
6,2
2,6
6,5
5,3
3,8
8,4
4,4
4,4
4,4
4,4
4,4
4,5
5,4
4,4
4,5
5,4
4,3
3,3
3,4
4,6
6,5
5,4
4,5
5,6
6,3
3,4
4,6
6,1184
1184,5
5,9
9,5
5,12
12,5
5,4
4,4
4,4
4,4
4,4
4,6
6,5
5,4
4,4
4,4
4,5
5,6
6,7
7,5
5,5
5,5
5,4
4,6
6,7
7,53
53,4
4,5
5,4
4,5
5,6
6,6
6,6
6,6
6,3
3,4
4,6
6,4
4,2
2,7
7,5
5,4
4,3
3,5
5,7
7,5
5,21
21,4
4,4
4,107
107,3
3,5
5,2
2,4
4,5
5,4
4,10
10,4
4,4
4,4
4,5
5,4
4,4
4,4
4,4
4,9
9,5
5,217
217,4
4,4
4,4
4,4
4,4
4,3
3,3
3,7
7,4
4,7
7,4
4,4
4,4
4,7
7,4
4,6
6,4
4,3
3,1090
1090,4
4,3
3,4
4,3
3,6
6,3
3,7
7,4
4,4
4,4
4,5
5,5
5,5
5,4
4,5
5,4
4,4
4,4
4,5
5,4
4,7
7,6
6,4
4,4
4,4
4,5
5,4
4,4
4,4
4,5
5,5
5,5
5,26
26,6
6,5
5,4
4,4
4,5
5,43
43,14
14,2603
2603,3
3,12
12,3
3,5
5,8
8,5
5,5
5,9
9,8
8,6
6,7
7,4
4,5
5,3
3,9
9,10
10,5
5,6
6,7
7,954
954,96
96,158
158,4
4,105
105,4
4,3
3,3
3,4
4,4
4,5
5,3
3,3
3,4
4,4
4,3
3,7
7,4
4,3
3,4
4,4
4,3
3,4
4,4
4,3
3,4
4,4
4,4
4,4
4,3
3,4
4,3
3,3
3,3
3,4
4,3
3,4
4,4
4,4
4,4
4,3
3,5
5,4
4,5
5,3
3,16
16,4
4,5
5,4
4,5
5,4
4,4
4,9
9,3
3,6
6,26
26,4
4,4
4,8
8,4
4,3
3,7
7,14
14,4
4,4
4,3
3,3
3,5
5,828
828,4
4,2
2,3
3,4
4,10
10,4
4,7
7,12
12,4
4,4
4,7
7,4
4,52
52,4
4,4
4,4
4,16
16,12
12,8
8,6
6,4
4,5
5,4
4,8
8,124
124,5
5,8
8,5
5,5
5,3
3,4
4,9
9,5
5,7
7,16
16,4
4,2
2,4
4,13
13,12
12,8
8,873
873,13
13,1
1,3
3,11
11,5
5,2
2,5
5,5
5,3
3,10
10,4
4,4
4,3
3,3
3,6
6,6
6,3
3,4
4,3
3,5
5,7
7,4
4,5
5,339
339,5
5,3
3,5
5,3
3,4
4,4
4,4
4,10
10,3
3,4
4,3
3,5
5,5
5,5
5,6
6,6
6,5
5,6
6,4
4,5
5,4
4,2
2,4
4,4
4,7
7,3
3,6
6,5
5,5
5,4
4,5
5,5
5,5
5,5
5,5
5,7
7,11
11,4
4,4
4,11
11,5
5,3
3,4
4,6
6,5
5,4
4,4
4,4
4,5
5,4
4,2
2,5
5,3
3,9
9,3
3,3
3,4
4,4
4,4
4,2
2,5
5,3
3,5
5,8
8,4
4,4
4,4
4,5
5,3
3,3
3,3
3,3
3,5
5,5
5,3
3,4
4,11
11,4
4,4
4,3
3,4
4,3
3,4
4,4
4,4
4,8
8,3
3,6
6,697
697,8
8,4
4,10
10,4
4,4
4,4
4,3
3,5
5,3
3,4
4,4
4,6
6,7
7,4
4,79
79,4
4,4
4,3
3,5
5,3
3,7
7,7
7,6
6,14
14,1072
1072,2
2,6
6,7
7,9
9,3
3,4
4,2
2,26
26,3
3,5
5,7
7,6
6,5
5,7
7,8
8,4
4,9
9,5
5,2231
2231,3
3,4
4,3
3,3
3,3
3,843
843,5
5,6
6,4
4,5
5,150
150,4
4,8
8,326
326,5
5,5
5,5
5,6
6,5
5,5
5,5
5,5
5,5
5,5
5,6
6,5
5,5
5,5
5,5
5,5
5,6
6,5
5,5
5,5
5,5
5,5
5,5
5,6
6,5
5,5
5,5
5,5
5,5
5,459
459,16
16,5
5,5
5,5
5,5
5,6
6,5
5,450
450,6
6,5
5,5
5,5
5,5
5,5
5,5
5,7
7,5
5,3
3,3
3,3
3,4
4,4
4,4
4,5
5,3
3,4
4,4
4,5
5,4
4,3
3,2
2,3
3,2
2,2
2,7
7,5
5,3
3,4
4,8
8,6
6,4
4,4
4,4
4,5
5,3
3,4
4,3
3,6
6,3
3,3
3,3
3,3
3,4
4,4
4,2
2,3
3,7
7,4
4,3
3,3
3,4
4,3
3,3
3,3
3,4
4,3
3,4
4,3
3,2
2,4
4,3
3,3
3,4
4,4
4,3
3,4
4,4
4,3
3,2
2,5
5,3
3,3
3,3
3,4
4,3
3,3
3,3
3,891
891,6
6,8
8,4
4,25
25,33
33,8
8,4
4,4
4,17
17,5
5,4
4,3
3,4
4,5
5,119
119,16
16,8
8,4
4,5
5,14
14,10
10,4
4,3
3,4
4,2
2,4
4,3
3,4
4,3
3,6
6,5
5,4
4,3
3,6
6,3
3,4
4,3
3,3
3,3
3,4
4,4
4,5
5,3
3,4
4,2
2,8
8,3
3,3
3,5
5,3
3,4
4,4
4,7
7,3
3,1033
1033,1347
1347,5
5,3
3,4
4,4
4,3
3,4
4,2
2,3
3,3
3,3
3,4
4,2
2,4
4,4
4,4
4,4
4,5
5,3
3,3
3,5
5,7
7,7
7,7
7,4
4,9
9,7
7,9
9,5
5,8
8,4
4,16
16,10
10,5
5,4
4,3
3,9
9,10
10,12
12,1047
1047,5
5,8
8,3
3,476
476,9
9,12
12,1355
1355,5
5,401
401,5
5,4
4,725
725,3
3,3
3,3
3,28
28,4
4,4
4,5
5,3
3,5
5,18
18,13
13,38
38,5
5,9
9,4
4,5
5,6
6,7
7,5
5,5
5,11
11,21
21,6
6,4
4,1170
1170,3
3,242
242,9
9,6
6,5
5,5
5,46
46,4
4,7
7,7
7,5
5,1089
1089,4
4,7
7,6
6,4
4,3
3,9
9,6
6,4
4,12
12,2857
2857,7
7,5
5,20
20,22
22,4
4,15
15,1
1,9
9,1
1,1
1,9
9,10
10,5
5,3
3,6
6,5507
5507,4
4,5
5,5
5,213
213,6
6,4
4,4
4,7
7,9
9,4
4,17
17,6
6,11
11,929
929,6
6,4
4,4
4,5
5,4
4,5
5,5
5,8
8,4
4,5
5,4
4,6
6,4
4,5
5,4
4,12
12,4
4,4
4,5
5,4
4,5
5,6
6,6
6,4
4,4
4,4
4,4
4,5
5,6
6,4
4,4
4,4
4,5
5,4
4,5
5,4
4,5
5,5
5,4
4,5
5,6
6,5
5,4
4,10
10,4
4,4
4,4
4,5
5,6
6,4
4,4
4,4
4,4
4,5
5,5
5,5
5,5
5,4
4,4
4,5
5,5
5,4
4,4
4,5
5,6
6,4
4,6
6,10
10,6
6,9
9,7
7,4
4,4
4,4
4,6
6,5
5,4
4,5
5,4
4,4
4,6
6,5
5,4
4,5
5,4
4,4
4,5
5,4
4,6
6,6
6,5
5,6
6,5
5,7
7,4
4,5
5,4
4,5
5,10
10,4
4,4
4,4
4,7
7,34
34,5
5,5
5,2342
2342,5
5,6
6,6
6,4
4,6
6,5
5,5
5,5
5,9
9,6
6,5
5,6
6,1881
1881,4
4,6
6,3
3,3
3,10
10,3
3,3
3,4
4,3
3,3
3,3
3,3
3,4
4,3
3,3
3,3
3,3
3,4
4,24
24,3
3,3
3,3
3,3
3,0
0,3
3,3
3,4
4,2
2,4
4,4
4,3
3,3
3,3
3,4
4,4
4,4
4,3
3,5
5,3
3,3
3,3
3,4
4,3
3,3
3,4
4,5
5,3
3,4
4,4
4,2
2,4
4,3
3,2
2,5
5,3
3,4
4,3
3,3
3,4
4,3
3,3
3,4
4,3
3,3
3,3
3,6
6,4
4,3
3,623
623,4
4,5
5,3
3,4
4,5
5,5
5,6
6,5
5,526
526,9
9,4
4,3
3,5
5,6
6,3
3,7
7,7
7,4
4,1354
1354,4
4,7
7,4
4,63
63,370
370,6
6,5
5,3
3,2
2,4
4,0
0,4
4,80
80,5
5,4
4,3
3,2
2,4
4,10
10,574
574,4
4,3
3,4
4,5
5,10
10,2
2,5
5,4
4,3
3,4
4,104
104,7
7,6
6,557
